annee_numero_de_tirage;jour_de_tirage;date_de_tirage;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;numero_chance;combinaison_gagnante_en_ordre_croissant;combinaison_triee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20233028;LUNDI   ;06/03/2023;06/05/2023;24;38;41;18;5;7;5-18-24-38-41+7;5-18-24-38-41;1500000;1;126547,1;40;772,1;315;353,6;1961;33,9;12966;18,4;29690;6,2;185330;3,9;408200;2,2;10;20000;U 6235 8645,M 2599 9762,F 6539 0633,E 6380 9290,V 5435 4404,J 6011 9727,C 4947 9674,B 3338 8596,C 5965 1653,Q 0230 1604;16;24;29;33;45;;16-24-29-33-45;1;107261;167;696,5;8403;35,5;123264;3;0 603 520;eur
20233029;MERCREDI;08/03/2023;08/05/2023;10;7;46;16;35;5;7-10-16-35-46+5;7-10-16-35-46;2000000;1;167740,4;49;835,5;316;467,3;2104;41,9;15608;20,3;31155;7,9;236253;4,1;410599;2,2;10;20000;L 9749 3757,V 7437 2560,T 7741 1514,V 3886 8437,H 1115 4874,E 7882 9065,T 2090 6536,C 0700 0231,L 3066 7171,I 9940 4995;4;10;16;19;37;;4-10-16-19-37;0;124831;254;454,4;12534;23,6;167212;3;2 017 291;eur
20233030;SAMEDI  ;11/03/2023;11/05/2023;6;34;14;33;18;6;6-14-18-33-34+6;6-14-18-33-34;3000000;2;131268,3;54;1186,6;471;490,6;2500;55,2;22038;22,5;35969;10,7;328319;4,6;464964;2,2;10;20000;A 6848 8927,Q 7271 8463,H 3089 1494,V 3807 8331,M 6408 1181,K 7702 8397,C 6085 3476,A 4599 5535,V 5541 5033,O 9178 8217;2;9;16;47;49;;2-9-16-47-49;2;88911;364;503,7;14906;31,6;215633;3;0 937 986;eur
20233031;LUNDI   ;13/03/2023;13/05/2023;47;45;35;42;19;2;19-35-42-45-47+2;19-35-42-45-47;4000000;2;80057,4;22;1776,3;265;531,9;1078;78,1;11285;26,8;16214;14,5;167846;5,5;266707;2,2;10;20000;C 4443 2494,S 9212 7619,P 8955 5322,T 0667 7172,K 0758 8476,B 7763 1926,G 2339 3389,Q 2238 1706,R 1233 7079,S 9415 5376;7;30;32;34;35;;7-30-32-34-35;1;109719;145;903,4;6789;49,6;111790;3;0 439 602;eur
20233032;MERCREDI;15/03/2023;15/05/2023;37;20;15;5;17;2;5-15-17-20-37+2;5-15-17-20-37;5000000;3;65830,8;59;817;469;370,7;2056;50,5;20813;17,9;25278;11,5;277092;4,1;305608;2,2;10;20000;H 1498 0530,U 8050 1083,M 4202 1916,L 3482 3998,F 4281 8669,S 9185 0313,H 5941 8455,S 1621 8221,B 0807 7329,U 2374 4987;12;16;21;25;34;;12-16-21-25-34;0;128574;281;437,2;12509;25,2;167488;3;6 865 430;eur
20233033;SAMEDI  ;18/03/2023;18/05/2023;7;31;8;48;32;5;7-8-31-32-48+5;7-8-31-32-48;6000000;0;245525,2;46;6640,2;329;656,9;2223;58,1;19191;24,2;39891;9;325562;4,3;580239;2,2;10;20000;H 6043 1307,M 7006 6737,W 4242 7710,Q 8335 1180,W 4242 2444,D 7137 3129,H 9567 5151,T 9258 1169,K 0381 3217,O 9323 3799;6;22;28;32;46;;6-22-28-32-46;1;178154;270;724;12952;38,8;202033;3;0 242 570;eur
20233034;LUNDI   ;20/03/2023;20/05/2023;38;19;10;26;7;8;7-10-19-26-38+8;7-10-19-26-38;2333334;2;78893,2;61;631,3;597;232,6;2392;34,7;21655;13,7;27738;8,3;253623;3,6;310815;2,2;10;20000;F 4058 6988,H 8153 0982,T 9042 7659,I 7788 7425,W 4251 0770,K 1558 3375,N 4550 8439,D 7080 4241,A 5286 4844,D 4612 0930;7;22;26;35;44;;7-22-26-35-44;5;22181;539;199,2;12233;22,5;142797;3;5 274 436;eur
20233035;MERCREDI;22/03/2023;22/05/2023;24;38;33;12;20;2;12-20-24-33-38+2;12-20-24-33-38;2000000;3;60202,6;38;1160;347;458,1;1625;58,4;17306;19,7;22894;11,6;241483;4,3;281818;2,2;10;20000;D 9506 6625,L 5113 0451,Q 4491 1404,J 5224 5388,H 6658 1980,T 0712 6831,V 1104 7635,T 2664 7807,H 2167 6016,P 5693 7556;8;10;14;19;44;;8-10-14-19-44;1;118699;324;308,8;12893;19,9;170510;3;8 173 225;eur
20233036;SAMEDI  ;25/03/2023;25/05/2023;3;34;29;7;11;4;3-7-11-29-34+4;3-7-11-29-34;3000000;7;34792,6;83;716,1;807;265,6;3319;38,6;31819;14,4;40873;8,7;389106;3,6;458706;2,2;10;20000;Q 7105 0183,R 7689 5815,G 0379 9763,B 9868 1314,K 7581 5198,G 1159 0824,A 4147 5093,M 6784 9120,G 9694 0775,P 0657 7291;6;15;25;27;48;;6-15-25-27-48;4;41742;338;484,9;15409;27,3;212299;3;1 728 637;eur
20233037;LUNDI   ;27/03/2023;27/05/2023;1;11;23;41;34;9;1-11-23-34-41+9;1-11-23-34-41;4000000;1;144189,4;34;1035;325;390,5;1369;55,4;13238;20,6;20468;10,3;186896;4,4;281753;2,2;10;20000;V 4601 6478,P 9367 0031,G 3739 1192,E 6960 5955,J 2418 8388,D 0192 2444,S 7617 6404,B 5509 0011,Q 2326 0058,C 0969 3393;3;8;13;35;36;;3-8-13-35-36;1;102389;183;541,3;8826;28,8;131915;3;1 777 662;eur
20233038;MERCREDI;29/03/2023;29/05/2023;34;1;32;14;11;9;1-11-14-32-34+9;1-11-14-32-34;5000000;1;177471,2;26;1666;297;526;1558;59,9;13997;24;23894;10,9;223077;4,6;339190;2,2;10;20000;N 6182 6124,C 7768 1333,P 9799 6888,T 5756 9357,O 1011 7440,V 6821 5908,J 0554 0296,Q 0085 3413,A 9503 8279,S 1273 7653;5;8;16;26;29;;5-8-16-26-29;5;24256;436;231,4;15008;17,2;175833;3;9 652 847;eur
20233039;SAMEDI  ;01/04/2023;01/06/2023;44;48;17;12;35;8;12-17-35-44-48+8;12-17-35-44-48;2000000;3;80109,5;54;1086,2;440;480,8;2588;48,8;20478;22,2;36071;9,8;305140;4,5;488645;2,2;10;20000;T 6429 6021,Q 2593 4968,F 7183 0355,U 5589 4304,S 4161 3133,R 0609 3374,U 1516 1842,G 6520 3258,M 0432 8059,B 6659 9915;2;13;21;30;44;;2-13-21-30-44;4;42409;457;347,5;16857;24,2;224897;3;9 211 458;eur
20233040;LUNDI   ;03/04/2023;03/06/2023;49;15;39;31;46;4;15-31-39-46-49+4;15-31-39-46-49;3000000;1;144860,8;20;1767,8;211;604,3;1022;74,5;9436;29;15821;13,4;151340;5,5;287454;2,2;10;20000;I 5974 5171,M 9501 0597,M 2360 9135,E 7592 8669,F 1458 0117,G 5357 3176,E 2607 2326,U 9676 5599,B 8662 8886,O 8868 9061;2;4;15;23;29;;2-4-15-23-29;1;104597;312;300;11691;20,5;143819;3;0 833 472;eur
20233041;MERCREDI;05/04/2023;05/06/2023;31;33;16;29;39;2;16-29-31-33-39+2;16-29-31-33-39;4000000;2;93738,7;21;2178,9;284;581,1;1214;81,2;13265;26,7;18734;14,7;202739;5,3;301655;2,2;10;20000;J 4464 3654,M 7726 9873,I 9198 1237,E 6202 9326,J 7209 5540,D 8430 9997,G 7375 4805,E 5281 2379,J 7174 9381,R 0353 3962;6;13;23;31;34;;6-13-23-31-34;1;124578;292;398,3;12140;24,6;165532;3;3 080 596;eur
20233042;SAMEDI  ;08/04/2023;08/06/2023;19;35;48;3;42;10;3-19-35-42-48+10;3-19-35-42-48;10000000;1;334701,1;57;1433,2;547;538,6;2524;69,7;26223;24,1;36886;13,3;390832;4,9;543881;2,2;10;20000;K 5576 6937,R 2028 5670,O 1258 8491,K 9077 8789,W 4324 8759,P 4822 6513,W 4322 7227,K 3727 5365,D 9611 3601,L 4967 1152;5;16;20;32;46;2;5-16-20-32-46;3;151856;421;1174,8;17795;71,4;261431;6;5 442 302;eur
20233043;LUNDI   ;10/04/2023;10/06/2023;45;24;15;10;49;2;10-15-24-45-49+2;10-15-24-45-49;11000000;1;172588,4;32;1316,3;372;408,4;1400;64,8;15353;21,2;20278;12,5;223417;4,5;275320;2,2;10;20000;H 7491 7914,T 5762 3758,A 6849 2349,J 7405 5387,C 6167 5334,T 7096 2620,R 4798 9653,D 0723 4072,B 4017 1152,E 1190 2397;26;33;36;39;48;;26-33-36-39-48;0;112111;148;960,9;6769;54;104267;3;1 703 447;eur
20233044;MERCREDI;12/04/2023;12/06/2023;18;26;10;30;15;7;10-15-18-26-30+7;10-15-18-26-30;12000000;4;45349,2;115;384,9;757;210,9;4119;23,1;26287;13;47324;5,6;303780;3,4;562712;2,2;10;20000;B 4119 8748,A 9313 1993,P 0032 2712,M 3978 1290,O 6278 5660,W 4353 0211,K 0355 0291,M 7085 4278,E 8217 3240,A 6756 7260;3;4;16;23;31;;3-4-16-23-31;4;35738;342;382,5;14822;22,7;193062;3;0 510 249;eur
20233045;SAMEDI  ;15/04/2023;15/06/2023;32;17;15;19;29;10;15-17-19-29-32+10;15-17-19-29-32;13000000;2;155154,4;68;1113,8;718;380,4;2580;63,2;30146;19,4;35838;12,7;411851;4,3;472166;2,2;10;20000;S 2914 9688,D 2823 1877,M 8514 8044,K 7956 2954,S 3732 4246,R 6624 9227,L 5324 9659,K 0664 2991,T 7387 3958,H 1163 3025;9;14;16;30;42;;9-14-16-30-42;2;99219;415;476,6;17927;28,3;248764;3;6 462 182;eur
20233046;LUNDI   ;17/04/2023;17/06/2023;3;18;42;13;43;9;3-13-18-42-43+9;3-13-18-42-43;14000000;2;92445,9;41;1100,6;369;441,1;1935;50,2;17834;19,6;27617;9,8;252623;4,2;357043;2,2;10;20000;P 5690 7282,M 8417 5050,W 4385 8644,G 1822 6622,W 4389 3478,O 0417 3755,K 4382 9047,D 7043 6222,L 5386 2919,M 9559 2822;16;19;24;32;35;;16-19-24-32-35;1;125966;264;500,8;10842;31,3;149992;3;8 380 895;eur
20233047;MERCREDI;19/04/2023;19/06/2023;43;41;5;46;34;5;5-34-41-43-46+5;5-34-41-43-46;15000000;2;95811,2;35;1336,2;245;688,5;1761;57,2;13121;27,6;26651;10,5;202254;5,5;473229;2,2;10;20000;V 4847 0818,Q 0354 0680,B 6935 6828,G 3424 4928,M 4775 1115,P 3564 4857,J 6730 5239,Q 7687 8553,M 8678 1993,D 3460 4263;2;12;33;34;44;;2-12-33-34-44;2;69393;245;604,9;10506;36,2;162227;3;0 430 051;eur
20233048;SAMEDI  ;22/04/2023;22/06/2023;12;26;48;13;35;1;12-13-26-35-48+1;12-13-26-35-48;16000000;2;152745,6;51;1462;586;458,9;2262;71;27975;20,6;33003;13,6;403376;4,4;436004;2,2;10;20000;B 4520 1019,V 0424 9329,J 2572 8248,H 2017 7342,F 4884 7304,U 3249 6151,H 5334 8601,F 7301 2172,V 3280 0794,L 8083 9506;12;17;29;34;49;;12-17-29-34-49;1;192558;367;520,5;16762;29,3;242446;3;0 541 466;eur
20233049;LUNDI   ;24/04/2023;24/06/2023;41;23;25;1;49;2;1-23-25-41-49+2;1-23-25-41-49;17000000;1;189092,3;35;1318,6;309;538,7;1418;70,1;15800;22,6;20988;13,2;228443;4,8;316747;2,2;10;20000;L 8275 3396,Q 7007 4931,H 5316 3876,U 1067 3832,M 8615 2225,U 0831 9356,P 4144 1718,W 4426 8637,G 3969 5580,F 8598 3530;9;11;22;24;29;;9-11-22-24-29;3;41534;531;173;16722;14,1;194645;3;3 163 915;eur
20233050;MERCREDI;26/04/2023;26/06/2023;3;18;24;11;14;10;3-11-14-18-24+10;3-11-14-18-24;18000000;4;56900,7;71;782,4;944;212,2;2470;48,4;31146;13,8;29494;11,3;358703;3,7;334102;2,2;10;20000;G 8054 5870,K 4571 5142,D 2488 5588,T 8483 8396,W 4453 3418,H 8000 8989,P 7374 2456,L 0888 9109,K 7314 2676,D 6023 4671;14;17;24;46;49;;14-17-24-46-49;3;47784;235;642,7;11336;34,2;169984;3;8 943 880;eur
20233051;SAMEDI  ;29/04/2023;29/06/2023;40;48;36;22;3;5;3-22-36-40-48+5;3-22-36-40-48;2000000;1;226422,8;65;850,2;394;505,9;2162;55;17315;24,7;32199;10,3;266433;4,9;545005;2,2;10;20000;U 3256 3818,S 8335 9935,M 5792 1830,R 2857 1819,J 7431 4172,R 1512 9654,B 7529 2240,B 1041 6547,V 2256 0886,O 2490 9829;2;4;11;19;47;;2-4-11-19-47;4;42239;515;287,8;19244;19,8;235810;3;1 606 667;eur
20233052;LUNDI   ;01/05/2023;01/07/2023;15;41;33;44;5;10;5-15-33-41-44+10;5-15-33-41-44;3000000;2;68569,9;30;1115,7;310;389,4;985;73,2;11188;23,2;13921;14,5;159704;5;193323;2,2;10;20000;E 5061 3682,Q 0291 6460,L 8212 5984,P 7252 9238,Q 3699 4539,P 8576 9514,F 7237 0062,M 4416 0907,U 2249 8081,Q 0667 3856;7;17;18;30;42;;7-17-18-30-42;0;100000;225;359,5;9137;22,7;124727;3;2 872 827;eur
20233053;MERCREDI;03/05/2023;03/07/2023;17;23;13;20;45;8;13-17-20-23-45+8;13-17-20-23-45;2000000;3;57129,5;47;890;459;328,7;2192;41,1;20451;15,8;29695;8,5;264825;3,7;344176;2,2;10;20000;T 9896 6059,D 2376 9840,T 7436 5351,C 2659 9578,O 2284 8466,M 1889 5625,B 4643 6137,D 2655 2277,C 5095 1769,G 5725 1408;16;29;32;37;44;;16-29-32-37-44;1;121583;239;592,3;9143;39,8;128162;3;8 145 416;eur
20233054;SAMEDI  ;06/05/2023;06/07/2023;47;25;42;2;30;10;2-25-30-42-47+10;2-25-30-42-47;2000000;1;257226,1;31;2025,2;364;622;1616;83,7;17841;27,2;25247;15;282298;5,3;389182;2,2;10;20000;K 7177 6068,T 2658 0794,B 7741 6579,T 1732 7660,M 2039 8798,C 9538 1371,D 2227 7242,G 5203 3057,O 6250 2777,K 8960 8847;4;11;13;23;28;;4-11-13-23-28;7;24305;752;158,3;25061;12,2;273441;3;6 111 780;eur
20233055;LUNDI   ;08/05/2023;08/07/2023;43;47;16;39;4;5;4-16-39-43-47+5;4-16-39-43-47;3000000;0;124406,5;16;9673,1;204;536,8;1046;62,5;8835;26,6;16956;10,8;140880;5,1;313299;2,2;10;20000;C 0041 9987,U 1900 8623,P 8296 3643,A 0048 2163,S 5146 8396,S 5395 2966,F 2952 2910,P 8919 2825,W 4489 7597,W 4492 0474;12;22;25;28;49;;12-22-25-28-49;1;100000;245;338,5;10092;21,1;135757;3;9 647 704;eur
20233056;MERCREDI;10/05/2023;10/07/2023;45;12;44;15;9;1;9-12-15-44-45+1;9-12-15-44-45;4000000;1;198939,9;34;1428,1;389;450,2;1513;69,1;19092;19,7;21421;13,6;274085;4,2;267246;2,2;10;20000;T 5545 4084,W 4497 9948,B 6256 3373,A 2935 0688,C 1402 6503,M 7333 0401,V 5782 9804,S 5152 6376,I 1018 8151,J 0926 9126;11;13;18;25;47;;11-13-18-25-47;0;127399;320;344,5;13676;20,7;179639;3;0 360 145;eur
20233057;SAMEDI  ;13/05/2023;13/07/2023;43;6;25;34;9;5;6-9-25-34-43+5;6-9-25-34-43;5000000;1;243696;47;1265,5;538;398,7;2814;45,5;22721;20,3;41574;8,6;328907;4,3;580369;2,2;10;20000;E 3965 6652,A 7721 2902,F 8207 7433,J 4263 8884,M 9841 1800,M 3631 8024,S 4452 2703,B 1294 4158,S 9792 3849,O 1289 5324;6;7;26;32;44;;6-7-26-32-44;1;179383;312;580,3;14908;31,2;222167;3;2 595 079;eur
20233079;LUNDI   ;03/07/2023;02/09/2023;42;23;2;8;35;7;2-8-23-35-42+7;2-8-23-35-42;11000000;0;158786,9;65;3039,1;376;371,7;2370;35,2;16280;18,4;34702;6,7;227459;4;498464;2,2;10;20000;K 7729 4250,B 9626 4694,I 6734 8759,R 8583 2049,K 5310 5098,D 1336 2746,F 7748 4819,S 1060 9986,I 1492 5358,P 6106 2790;4;11;22;27;43;;4-11-22-27-43;3;42620;343;332,2;13974;20,9;176344;3;8 932 349;eur
20233080;MERCREDI;05/07/2023;04/09/2023;22;8;19;7;15;5;7-8-15-19-22+5;7-8-15-19-22;12000000;1;195133,7;99;481;834;205,9;4275;24;31174;11,8;47814;6;352749;3,2;452758;2,2;10;20000;G 5056 3534,S 1517 7468,H 1841 9653,J 3653 9337,G 5097 7325,W 4751 4127,R 4556 5973,O 1895 7367,O 1768 2733,L 6680 2598;18;21;32;41;47;;18-21-32-41-47;1;141571;244;691,9;9332;46,5;144469;3;2 415 214;eur
20233081;SAMEDI  ;08/07/2023;07/09/2023;6;19;48;32;10;5;6-10-19-32-48+5;6-10-19-32-48;13000000;3;89536;74;885,9;601;393,4;3332;42,4;27385;18,5;46754;8,4;379269;4,1;620910;2,2;10;20000;V 0177 4194,E 6131 9215,I 8730 6890,C 3025 6587,G 7537 6744,U 7596 6886,D 5700 8029,K 4433 2078,P 5686 2558,I 9749 5530;17;19;33;39;41;;17-19-33-39-41;1;194344;378;570,9;15090;36,7;217322;3;1 140 947;eur
20233082;LUNDI   ;10/07/2023;09/09/2023;14;3;10;44;8;2;3-8-10-14-44+2;3-8-10-14-44;666667;0;148386,5;44;4195,5;441;296,2;1554;50,2;17194;16,3;20355;10,7;220594;3,9;233571;2,2;10;20000;K 7165 4752,J 6999 0860,K 8658 1255,F 3225 5943,L 8620 5182,W 4739 5686,B 3952 0482,C 4214 8193,O 8683 2523,P 5913 6996;2;19;28;39;45;;2-19-28-39-45;0;102979;187;588,3;8068;35;120325;3;1 021 395;eur
20233083;MERCREDI;12/07/2023;11/09/2023;31;18;34;27;26;8;18-26-27-31-34+8;18-26-27-31-34;2000000;0;170336,5;31;6835,8;314;477,5;1826;49;15031;21,4;25685;9,7;218806;4,5;347030;2,2;10;20000;O 3931 3748,C 9004 3590,U 7298 6065,A 9683 8032,U 6440 6366,K 9372 4454,K 7689 2390,C 8027 5964,B 5236 7995,L 0775 0225;19;20;28;30;47;;19-20-28-30-47;0;122002;185;662,8;10168;31;151727;3;8 627 697;eur
20233084;SAMEDI  ;15/07/2023;14/09/2023;7;32;42;45;12;6;7-12-32-42-45+6;7-12-32-42-45;3000000;5;47632,5;44;1321,1;489;428,7;2256;55,5;22230;20,2;32464;10,8;319727;4,3;432423;2,2;10;20000;W 4790 2678,J 4834 0638,P 5789 3743,U 8420 1947,J 5451 1601,R 1007 6159,L 5907 6055,R 1850 1464,J 2204 4102,B 9539 9511;9;10;16;29;41;;9-10-16-29-41;2;82150;360;440,7;14763;27,6;212051;3;0 992 533;eur
20233085;LUNDI   ;17/07/2023;16/09/2023;47;6;20;9;41;9;6-9-20-41-47+9;6-9-20-41-47;4000000;1;146587,9;44;813,1;249;518,2;1505;51,2;12127;22,8;22033;9,7;187865;4,5;285965;2,2;10;20000;O 2525 5115,F 4416 6214,O 1338 5499,W 4795 9082,L 9385 3048,B 1723 3250,C 0245 6359,U 8790 8560,D 4867 9962,O 0491 4388;25;26;28;31;45;;25-26-28-31-45;0;105750;159;722,9;7616;38,8;121217;3;9 873 616;eur
20233086;MERCREDI;19/07/2023;18/09/2023;35;5;39;19;11;9;5-11-19-35-39+9;5-11-19-35-39;5000000;0;182640,3;34;6682,8;381;422;1967;48,8;18499;18,6;28730;9,3;262440;4;343399;2,2;10;20000;C 3420 5071,E 9845 2074,B 4008 1712,K 3355 6458,V 7821 9791,L 3379 0174,S 0883 3773,N 2850 8124,W 4809 0406,W 4807 6014;10;21;36;40;46;;10-21-36-40-46;1;125217;155;976,7;7973;48,8;125337;3;3 385 007;eur
20233087;SAMEDI  ;22/07/2023;21/09/2023;37;33;42;36;31;3;31-33-36-37-42+3;31-33-36-37-42;6000000;1;245161,6;35;1709,6;423;510,2;1868;69;16509;28,1;29000;12,4;246414;5,8;533321;2,2;10;20000;K 8074 9442,I 8276 4193,K 5832 8775,B 2547 0411,T 2291 2015,A 7541 7160,F 4784 7667,C 6071 2718,E 3299 3120,H 1629 0838;1;5;7;25;26;;1-5-7-25-26;1;174498;648;207;22959;15;266129;3;5 531 744;eur
20233088;LUNDI   ;24/07/2023;23/09/2023;12;1;31;45;17;7;1-12-17-31-45+7;1-12-17-31-45;7000000;1;139828,6;76;449;406;303,1;2751;26,7;16361;16,1;37248;5,5;221190;3,6;439050;2,2;10;20000;C 4858 0066,F 5394 5166,H 4936 8664,S 7512 7706,U 2032 6413,M 7374 4197,K 2600 6413,J 4533 4961,K 9170 7760,F 4759 2152;22;25;28;44;49;;22-25-28-44-49;1;113588;188;593,3;9546;30;144390;3;3 114 606;eur
20233089;MERCREDI;26/07/2023;25/09/2023;17;49;18;28;11;7;11-17-18-28-49+7;11-17-18-28-49;8000000;0;163372,1;65;3126,8;474;303,4;3481;24,6;20407;15,1;45678;5,2;273312;3,4;505589;2,2;10;20000;P 1513 1488,R 9418 2138,U 3984 6417,J 1907 1934,K 3304 7439,U 2374 4318,B 5335 4054,Q 9421 4811,H 8540 1254,L 8942 5858;1;14;26;28;49;;1-14-26-28-49;1;129981;329;384,1;12541;25,9;166737;3;4 475 321;eur
20233090;SAMEDI  ;29/07/2023;28/09/2023;1;49;29;18;37;4;1-18-29-37-49+4;1-18-29-37-49;9000000;4;66284;59;1096,8;641;364,1;2630;53;24483;20,5;36113;10,8;336678;4,5;519775;2,2;10;20000;O 3109 0117,G 5818 1197,V 2752 3797,A 8690 7121,I 2330 2819,O 2430 1112,E 7199 3331,L 7961 1180,E 3445 5421,E 6278 2916;2;3;9;24;49;;2-3-9-24-49;0;182720;396;411,5;19089;21,9;251885;3;9 947 345;eur
20233091;LUNDI   ;31/07/2023;30/09/2023;1;47;22;33;4;1;1-4-22-33-47+1;1-4-22-33-47;10000000;2;93271,8;41;1110,5;279;588,6;1626;60,3;15555;22,7;22171;12,3;226638;4,8;278461;2,2;10;20000;S 3586 1138,J 2168 8375,V 6701 9116,Q 0005 6367,H 5885 6612,G 5711 9971,B 2289 6129,U 1858 5453,B 3532 1048,E 4471 5843;21;27;33;40;44;;21-27-33-40-44;2;60799;191;720,2;8886;39,8;132968;3;8 170 154;eur
20233092;MERCREDI;02/08/2023;02/10/2023;18;12;32;9;23;9;9-12-18-23-32+9;9-12-18-23-32;11000000;5;40504,6;83;595,5;621;287;2831;37,6;26003;14,7;35886;8,3;316927;3,7;378701;2,2;10;20000;N 9300 6863,K 8666 7779,V 2884 3963,W 4889 0643,R 3279 8938,S 5302 6825,G 7708 5512,K 9262 0959,W 4887 5320,S 8874 2074;4;10;18;20;45;;4-10-18-20-45;0;138851;346;375,3;14095;23,6;184195;3;1 214 975;eur
20233093;SAMEDI  ;05/08/2023;05/10/2023;40;42;2;7;10;2;2-7-10-40-42+2;2-7-10-40-42;12000000;4;76559,1;70;1067,7;582;463,2;3182;50,6;28455;20,3;42342;10,6;411723;4,3;494537;2,2;10;20000;D 6711 9613,D 5700 8286,N 6454 7983,L 5082 9333,B 5475 8550,J 1996 2697,F 9251 3056,M 3981 8635,F 5119 8759,C 9678 2196;9;11;16;37;42;;9-11-16-37-42;1;200099;345;581,9;16867;30,6;249260;3;4 930 528;eur
20233094;LUNDI   ;07/08/2023;07/10/2023;11;1;15;48;47;7;1-11-15-47-48+7;1-11-15-47-48;13000000;3;53537,2;64;612,5;320;441,8;2455;34,4;15243;19,9;36657;6,4;227660;4,1;492112;2,2;10;20000;K 1844 4637,S 0225 0924,N 3221 0441,J 1094 1697,P 2034 7188,L 0722 9177,I 6834 1687,T 6784 5404,B 1859 5879,M 7727 5337;13;16;17;37;45;;13-16-17-37-45;0;128036;179;736,4;9893;34,2;155502;3;8 967 901;eur
20233095;MERCREDI;09/08/2023;09/10/2023;6;31;45;14;3;9;3-6-14-31-45+9;3-6-14-31-45;14000000;1;213540,8;65;801,8;395;475,9;2286;49,1;20117;20;31603;9,9;288703;4,3;415801;2,2;10;20000;O 3171 3409,G 1346 3299,D 7096 5829,A 5592 4449,J 3526 4684,I 6502 7973,F 5450 9420,S 5848 3166,A 7964 1870,G 4488 1633;10;14;27;33;35;;10-14-27-33-35;0;145569;272;546,7;11989;31,8;178182;3;6 851 923;eur
20233096;SAMEDI  ;12/08/2023;12/10/2023;9;20;44;1;39;9;1-9-20-39-44+9;1-9-20-39-44;2000000;1;234617,9;52;1101,2;405;509,9;2432;50,7;19717;22,5;36243;9,5;301318;4,5;459435;2,2;10;20000;H 1332 3128,L 9728 0223,O 0760 8865,D 4819 9067,M 7981 9677,R 0821 5683,G 3691 8572,H 1700 4298,K 7440 9697,R 5462 9027;7;10;21;29;47;;7-10-21-29-47;3;55204;500;292,2;18254;20,5;230187;3;4 260 925;eur
20233097;LUNDI   ;14/08/2023;14/10/2023;44;13;3;27;49;9;3-13-27-44-49+9;3-13-27-44-49;3000000;2;74570,1;58;627,6;439;299;1941;40,4;17044;16,5;24416;8,9;218579;3,9;280953;2,2;10;20000;T 7604 2594,A 1823 2099,I 7311 2899,U 9870 8467,P 6087 3789,O 3288 1208,E 3436 8172,E 8677 7346,D 1632 8189,Q 3340 0295;16;19;21;32;37;;16-19-21-32-37;0;107335;183;648,1;7910;38,5;120724;3;2 789 417;eur
20233098;MERCREDI;16/08/2023;16/10/2023;24;41;19;35;27;9;19-24-27-35-41+9;19-24-27-35-41;4000000;6;28437,2;55;757,1;351;427,9;1661;54;14948;21,6;24193;10,3;216341;4,5;335596;2,2;10;20000;B 2001 8971,U 2571 8774,E 2360 7598,R 3140 7666,D 0445 7931,N 2665 2450,F 1928 8633,K 6884 5996,E 8439 7274,K 1015 0619;11;20;31;41;42;;11-20-31-41-42;0;119485;184;732,6;8304;41,7;131104;3;4 384 728;eur
20233099;SAMEDI  ;19/08/2023;19/10/2023;27;8;32;11;4;10;4-8-11-27-32+10;4-8-11-27-32;5000000;2;127032,7;61;1016,5;783;285,6;2482;53,8;30413;15,8;32373;11,5;376137;3,9;392049;2,2;10;20000;E 6626 8884,M 4686 5305,R 1490 7084,U 5010 6148,J 5637 2760,K 6701 8217,J 9920 1021,H 8541 6619,J 5351 9696,T 9378 4321;7;33;34;44;49;;7-33-34-44-49;1;167121;262;695,6;13265;35,3;190854;3;2 006 839;eur
20233100;LUNDI   ;21/08/2023;21/10/2023;3;17;4;36;22;6;3-4-17-22-36+6;3-4-17-22-36;6000000;1;155220,1;42;902;321;425,6;1521;53,6;14943;19,6;21988;10,3;215000;4,2;279729;2,2;10;20000;N 2486 8805,S 0499 7376,T 9929 0472,A 4623 9713,L 4268 6734,V 5098 8001,H 2871 4510,B 2334 8709,V 1552 1367,F 5638 9893;3;6;12;40;43;;3-6-12-40-43;1;108403;191;559,8;9627;28,5;137245;3;6 457 240;eur
20233101;MERCREDI;23/08/2023;23/10/2023;46;29;25;8;34;7;8-25-29-34-46+7;8-25-29-34-46;7000000;0;154551,4;41;4689,6;263;517,3;1912;42,5;13660;21,4;31765;7,1;210884;4,2;513645;2,2;10;20000;B 0999 4247,S 4652 4603,E 0258 8531,T 3281 9571,U 3395 9023,P 8710 4733,C 0719 1440,B 7243 6288,K 9341 1883,K 6984 1375;3;5;7;22;40;;3-5-7-22-40;1;126551;342;302,3;15011;17,7;185714;3;1 172 935;eur
20233102;SAMEDI  ;26/08/2023;26/10/2023;15;14;21;34;45;5;14-15-21-34-45+5;14-15-21-34-45;8000000;0;242373,8;58;5198,8;395;540,1;2621;48,6;19697;23,2;40946;8,7;304869;4,6;586540;2,2;10;20000;V 0804 7340,Q 2091 3680,I 9590 0341,T 7093 0444,M 5763 6700,L 7022 5637,I 4108 8248,P 6883 0156,S 9421 9601,R 6624 7912;10;13;19;39;43;;10-13-19-39-43;0;177813;357;478,1;15911;27,5;230689;3;4 674 357;eur
