annee_numero_de_tirage;jour_de_tirage;date_de_tirage;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;numero_chance;combinaison_gagnante_en_ordre_croissant;combinaison_triee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012013;LUNDI   ;30/01/2012;31/03/2012;22;40;1;35;32;8;1-22-32-35-40+8;1-22-32-35-40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012014;MERCREDI;01/02/2012;02/04/2012;16;5;49;43;2;7;2-5-16-43-49+7;2-5-16-43-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012015;SAMEDI  ;04/02/2012;05/04/2012;38;32;10;17;9;3;9-10-17-32-38+3;9-10-17-32-38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012016;LUNDI   ;06/02/2012;07/04/2012;15;49;24;13;29;3;13-15-24-29-49+3;13-15-24-29-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012017;MERCREDI;08/02/2012;09/04/2012;27;19;12;37;15;3;12-15-19-27-37+3;12-15-19-27-37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012018;SAMEDI  ;11/02/2012;12/04/2012;11;12;46;32;36;6;11-12-32-36-46+6;11-12-32-36-46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012019;LUNDI   ;13/02/2012;14/04/2012;23;9;22;24;36;5;9-22-23-24-36+5;9-22-23-24-36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012020;MERCREDI;15/02/2012;16/04/2012;11;36;10;22;31;1;10-11-22-31-36+1;10-11-22-31-36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012021;SAMEDI  ;18/02/2012;19/04/2012;49;48;5;17;47;6;5-17-47-48-49+6;5-17-47-48-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012022;LUNDI   ;20/02/2012;21/04/2012;34;31;9;3;35;5;3-9-31-34-35+5;3-9-31-34-35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012023;MERCREDI;22/02/2012;23/04/2012;43;33;39;11;31;10;11-31-33-39-43+10;11-31-33-39-43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012024;SAMEDI  ;25/02/2012;26/04/2012;8;7;19;4;27;1;4-7-8-19-27+1;4-7-8-19-27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012025;LUNDI   ;27/02/2012;28/04/2012;45;41;33;8;23;1;8-23-33-41-45+1;8-23-33-41-45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012026;MERCREDI;29/02/2012;30/04/2012;14;27;11;17;35;4;11-14-17-27-35+4;11-14-17-27-35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012027;SAMEDI  ;03/03/2012;03/05/2012;2;24;3;39;27;8;2-3-24-27-39+8;2-3-24-27-39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012028;LUNDI   ;05/03/2012;05/05/2012;31;30;28;34;17;3;17-28-30-31-34+3;17-28-30-31-34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012029;MERCREDI;07/03/2012;07/05/2012;6;39;31;22;16;7;6-16-22-31-39+7;6-16-22-31-39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012030;SAMEDI  ;10/03/2012;10/05/2012;2;40;4;44;37;5;2-4-37-40-44+5;2-4-37-40-44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012031;LUNDI   ;12/03/2012;12/05/2012;48;25;16;46;14;10;14-16-25-46-48+10;14-16-25-46-48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012032;MERCREDI;14/03/2012;14/05/2012;13;7;31;36;43;9;7-13-31-36-43+9;7-13-31-36-43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012033;SAMEDI  ;17/03/2012;17/05/2012;32;14;49;23;13;1;13-14-23-32-49+1;13-14-23-32-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012034;LUNDI   ;19/03/2012;19/05/2012;10;28;4;11;15;4;4-10-11-15-28+4;4-10-11-15-28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012035;MERCREDI;21/03/2012;21/05/2012;8;14;43;37;48;5;8-14-37-43-48+5;8-14-37-43-48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012036;SAMEDI  ;24/03/2012;24/05/2012;48;8;18;13;11;8;8-11-13-18-48+8;8-11-13-18-48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012037;LUNDI   ;26/03/2012;26/05/2012;36;14;49;29;13;6;13-14-29-36-49+6;13-14-29-36-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012038;MERCREDI;28/03/2012;28/05/2012;15;20;45;17;4;9;4-15-17-20-45+9;4-15-17-20-45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012039;SAMEDI  ;31/03/2012;31/05/2012;16;25;1;26;2;9;1-2-16-25-26+9;1-2-16-25-26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012040;LUNDI   ;02/04/2012;02/06/2012;33;23;3;19;39;2;3-19-23-33-39+2;3-19-23-33-39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012041;MERCREDI;04/04/2012;04/06/2012;36;40;27;38;11;8;11-27-36-38-40+8;11-27-36-38-40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012042;SAMEDI  ;07/04/2012;07/06/2012;46;19;45;42;47;8;19-42-45-46-47+8;19-42-45-46-47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012043;LUNDI   ;09/04/2012;09/06/2012;26;14;31;33;2;10;2-14-26-31-33+10;2-14-26-31-33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012044;MERCREDI;11/04/2012;11/06/2012;49;27;15;29;19;1;15-19-27-29-49+1;15-19-27-29-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012045;SAMEDI  ;14/04/2012;14/06/2012;1;22;45;40;3;1;1-3-22-40-45+1;1-3-22-40-45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012046;LUNDI   ;16/04/2012;16/06/2012;2;21;13;1;16;2;1-2-13-16-21+2;1-2-13-16-21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012047;MERCREDI;18/04/2012;18/06/2012;34;5;3;20;24;3;3-5-20-24-34+3;3-5-20-24-34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012048;SAMEDI  ;21/04/2012;21/06/2012;41;3;48;31;18;10;3-18-31-41-48+10;3-18-31-41-48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012049;LUNDI   ;23/04/2012;23/06/2012;33;9;34;45;24;6;9-24-33-34-45+6;9-24-33-34-45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012050;MERCREDI;25/04/2012;25/06/2012;44;15;20;30;29;7;15-20-29-30-44+7;15-20-29-30-44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012051;SAMEDI  ;28/04/2012;28/06/2012;48;22;10;2;37;4;2-10-22-37-48+4;2-10-22-37-48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012052;LUNDI   ;30/04/2012;30/06/2012;39;22;32;18;4;4;4-18-22-32-39+4;4-18-22-32-39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012053;MERCREDI;02/05/2012;02/07/2012;35;26;29;3;38;1;3-26-29-35-38+1;3-26-29-35-38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012054;SAMEDI  ;05/05/2012;05/07/2012;21;10;37;8;11;9;8-10-11-21-37+9;8-10-11-21-37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012055;LUNDI   ;07/05/2012;07/07/2012;21;13;26;46;12;10;12-13-21-26-46+10;12-13-21-26-46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012056;MERCREDI;09/05/2012;09/07/2012;36;26;18;41;32;4;18-26-32-36-41+4;18-26-32-36-41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012057;SAMEDI  ;12/05/2012;12/07/2012;6;34;22;20;19;5;6-19-20-22-34+5;6-19-20-22-34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012058;LUNDI   ;14/05/2012;14/07/2012;26;11;3;22;43;6;3-11-22-26-43+6;3-11-22-26-43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012059;MERCREDI;16/05/2012;16/07/2012;21;49;22;15;31;1;15-21-22-31-49+1;15-21-22-31-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012060;SAMEDI  ;19/05/2012;19/07/2012;11;23;48;24;42;2;11-23-24-42-48+2;11-23-24-42-48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012061;LUNDI   ;21/05/2012;21/07/2012;37;45;23;19;7;10;7-19-23-37-45+10;7-19-23-37-45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012062;MERCREDI;23/05/2012;23/07/2012;19;1;35;49;3;9;1-3-19-35-49+9;1-3-19-35-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012063;SAMEDI  ;26/05/2012;26/07/2012;27;47;40;41;29;7;27-29-40-41-47+7;27-29-40-41-47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012064;LUNDI   ;28/05/2012;28/07/2012;30;42;38;15;41;3;15-30-38-41-42+3;15-30-38-41-42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012065;MERCREDI;30/05/2012;30/07/2012;9;30;13;17;5;3;5-9-13-17-30+3;5-9-13-17-30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012066;SAMEDI  ;02/06/2012;02/08/2012;26;9;34;39;22;1;9-22-26-34-39+1;9-22-26-34-39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012067;LUNDI   ;04/06/2012;04/08/2012;38;42;35;43;40;4;35-38-40-42-43+4;35-38-40-42-43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012068;MERCREDI;06/06/2012;06/08/2012;21;23;12;24;13;6;12-13-21-23-24+6;12-13-21-23-24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012069;SAMEDI  ;09/06/2012;09/08/2012;13;25;14;18;20;6;13-14-18-20-25+6;13-14-18-20-25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012070;LUNDI   ;11/06/2012;11/08/2012;20;6;16;4;29;1;4-6-16-20-29+1;4-6-16-20-29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012071;MERCREDI;13/06/2012;13/08/2012;33;48;20;8;3;10;3-8-20-33-48+10;3-8-20-33-48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012072;SAMEDI  ;16/06/2012;16/08/2012;14;31;1;39;27;6;1-14-27-31-39+6;1-14-27-31-39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012073;LUNDI   ;18/06/2012;18/08/2012;37;5;7;16;38;3;5-7-16-37-38+3;5-7-16-37-38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012074;MERCREDI;20/06/2012;20/08/2012;36;33;15;41;47;5;15-33-36-41-47+5;15-33-36-41-47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012075;SAMEDI  ;23/06/2012;23/08/2012;41;12;6;47;27;3;6-12-27-41-47+3;6-12-27-41-47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012076;LUNDI   ;25/06/2012;25/08/2012;27;11;40;10;13;7;10-11-13-27-40+7;10-11-13-27-40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012077;MERCREDI;27/06/2012;27/08/2012;22;41;5;1;11;7;1-5-11-22-41+7;1-5-11-22-41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012078;SAMEDI  ;30/06/2012;30/08/2012;13;45;1;42;12;4;1-12-13-42-45+4;1-12-13-42-45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012079;LUNDI   ;02/07/2012;01/09/2012;2;15;7;46;6;5;2-6-7-15-46+5;2-6-7-15-46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012080;MERCREDI;04/07/2012;03/09/2012;13;40;37;17;39;6;13-17-37-39-40+6;13-17-37-39-40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012081;SAMEDI  ;07/07/2012;06/09/2012;5;30;17;1;44;1;1-5-17-30-44+1;1-5-17-30-44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012082;LUNDI   ;09/07/2012;08/09/2012;15;38;41;45;26;3;15-26-38-41-45+3;15-26-38-41-45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012083;MERCREDI;11/07/2012;10/09/2012;23;20;30;21;36;9;20-21-23-30-36+9;20-21-23-30-36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012084;SAMEDI  ;14/07/2012;13/09/2012;22;44;40;5;41;6;5-22-40-41-44+6;5-22-40-41-44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012085;LUNDI   ;16/07/2012;15/09/2012;3;32;6;19;37;2;3-6-19-32-37+2;3-6-19-32-37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012086;MERCREDI;18/07/2012;17/09/2012;26;25;4;28;32;5;4-25-26-28-32+5;4-25-26-28-32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012087;SAMEDI  ;21/07/2012;20/09/2012;22;3;1;44;40;3;1-3-22-40-44+3;1-3-22-40-44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012088;LUNDI   ;23/07/2012;22/09/2012;40;31;38;23;28;3;23-28-31-38-40+3;23-28-31-38-40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012089;MERCREDI;25/07/2012;24/09/2012;17;16;14;32;36;6;14-16-17-32-36+6;14-16-17-32-36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012090;SAMEDI  ;28/07/2012;27/09/2012;29;4;6;39;7;3;4-6-7-29-39+3;4-6-7-29-39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012091;LUNDI   ;30/07/2012;29/09/2012;35;6;38;4;13;3;4-6-13-35-38+3;4-6-13-35-38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012092;MERCREDI;01/08/2012;01/10/2012;33;45;17;30;11;6;11-17-30-33-45+6;11-17-30-33-45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012093;SAMEDI  ;04/08/2012;04/10/2012;29;49;34;26;25;6;25-26-29-34-49+6;25-26-29-34-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012094;LUNDI   ;06/08/2012;06/10/2012;12;7;10;34;47;7;7-10-12-34-47+7;7-10-12-34-47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012095;MERCREDI;08/08/2012;08/10/2012;32;35;42;11;1;4;1-11-32-35-42+4;1-11-32-35-42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012096;SAMEDI  ;11/08/2012;11/10/2012;7;1;10;45;44;9;1-7-10-44-45+9;1-7-10-44-45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012097;LUNDI   ;13/08/2012;13/10/2012;49;25;12;16;4;4;4-12-16-25-49+4;4-12-16-25-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012098;MERCREDI;15/08/2012;15/10/2012;13;24;2;15;19;5;2-13-15-19-24+5;2-13-15-19-24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012099;SAMEDI  ;18/08/2012;18/10/2012;25;26;42;12;2;7;2-12-25-26-42+7;2-12-25-26-42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012100;LUNDI   ;20/08/2012;20/10/2012;45;26;33;27;11;2;11-26-27-33-45+2;11-26-27-33-45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012101;MERCREDI;22/08/2012;22/10/2012;14;13;18;33;22;7;13-14-18-22-33+7;13-14-18-22-33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012102;SAMEDI  ;25/08/2012;25/10/2012;9;13;2;29;10;9;2-9-10-13-29+9;2-9-10-13-29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012103;LUNDI   ;27/08/2012;27/10/2012;18;32;40;7;8;5;7-8-18-32-40+5;7-8-18-32-40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012104;MERCREDI;29/08/2012;29/10/2012;20;29;26;11;8;9;8-11-20-26-29+9;8-11-20-26-29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012105;SAMEDI  ;01/09/2012;01/11/2012;28;5;22;25;13;10;5-13-22-25-28+10;5-13-22-25-28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012106;LUNDI   ;03/09/2012;03/11/2012;34;27;22;18;37;3;18-22-27-34-37+3;18-22-27-34-37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012107;MERCREDI;05/09/2012;05/11/2012;37;8;1;26;10;4;1-8-10-26-37+4;1-8-10-26-37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012108;SAMEDI  ;08/09/2012;08/11/2012;9;22;43;34;15;4;9-15-22-34-43+4;9-15-22-34-43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012109;LUNDI   ;10/09/2012;10/11/2012;19;28;43;3;25;9;3-19-25-28-43+9;3-19-25-28-43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012110;MERCREDI;12/09/2012;12/11/2012;32;1;49;12;38;8;1-12-32-38-49+8;1-12-32-38-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012111;SAMEDI  ;15/09/2012;15/11/2012;17;21;43;37;15;2;15-17-21-37-43+2;15-17-21-37-43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012112;LUNDI   ;17/09/2012;17/11/2012;16;25;14;7;17;7;7-14-16-17-25+7;7-14-16-17-25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012113;MERCREDI;19/09/2012;19/11/2012;49;5;34;27;41;7;5-27-34-41-49+7;5-27-34-41-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012114;SAMEDI  ;22/09/2012;22/11/2012;17;23;37;44;25;9;17-23-25-37-44+9;17-23-25-37-44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012115;LUNDI   ;24/09/2012;24/11/2012;41;18;40;1;21;6;1-18-21-40-41+6;1-18-21-40-41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012116;MERCREDI;26/09/2012;26/11/2012;42;29;38;12;46;9;12-29-38-42-46+9;12-29-38-42-46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012117;SAMEDI  ;29/09/2012;29/11/2012;21;18;47;10;7;1;7-10-18-21-47+1;7-10-18-21-47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012118;LUNDI   ;01/10/2012;01/12/2012;34;2;40;29;41;6;2-29-34-40-41+6;2-29-34-40-41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012119;MERCREDI;03/10/2012;03/12/2012;16;44;25;26;24;1;16-24-25-26-44+1;16-24-25-26-44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012120;SAMEDI  ;06/10/2012;06/12/2012;27;1;47;30;39;4;1-27-30-39-47+4;1-27-30-39-47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012121;LUNDI   ;08/10/2012;08/12/2012;39;32;24;13;27;2;13-24-27-32-39+2;13-24-27-32-39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012122;MERCREDI;10/10/2012;10/12/2012;16;35;37;3;19;3;3-16-19-35-37+3;3-16-19-35-37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012123;SAMEDI  ;13/10/2012;13/12/2012;41;49;1;35;16;4;1-16-35-41-49+4;1-16-35-41-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012124;LUNDI   ;15/10/2012;15/12/2012;7;23;11;39;44;8;7-11-23-39-44+8;7-11-23-39-44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012125;MERCREDI;17/10/2012;17/12/2012;19;10;32;20;13;2;10-13-19-20-32+2;10-13-19-20-32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012126;SAMEDI  ;20/10/2012;20/12/2012;34;14;11;24;41;5;11-14-24-34-41+5;11-14-24-34-41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012127;LUNDI   ;22/10/2012;22/12/2012;28;25;24;14;41;5;14-24-25-28-41+5;14-24-25-28-41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012128;MERCREDI;24/10/2012;24/12/2012;30;24;5;40;17;7;5-17-24-30-40+7;5-17-24-30-40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012129;SAMEDI  ;27/10/2012;27/12/2012;29;2;41;47;10;1;2-10-29-41-47+1;2-10-29-41-47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012130;LUNDI   ;29/10/2012;29/12/2012;19;16;46;13;38;7;13-16-19-38-46+7;13-16-19-38-46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012131;MERCREDI;31/10/2012;31/12/2012;29;23;41;16;5;1;5-16-23-29-41+1;5-16-23-29-41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012132;SAMEDI  ;03/11/2012;03/01/2013;15;11;9;22;36;8;9-11-15-22-36+8;9-11-15-22-36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012133;LUNDI   ;05/11/2012;05/01/2013;27;14;37;9;33;7;9-14-27-33-37+7;9-14-27-33-37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012134;MERCREDI;07/11/2012;07/01/2013;34;16;21;2;40;7;2-16-21-34-40+7;2-16-21-34-40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012135;SAMEDI  ;10/11/2012;10/01/2013;19;46;17;3;43;5;3-17-19-43-46+5;3-17-19-43-46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012136;LUNDI   ;12/11/2012;12/01/2013;25;45;20;6;48;7;6-20-25-45-48+7;6-20-25-45-48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012137;MERCREDI;14/11/2012;14/01/2013;29;40;39;46;21;8;21-29-39-40-46+8;21-29-39-40-46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012138;SAMEDI  ;17/11/2012;17/01/2013;8;6;27;37;33;7;6-8-27-33-37+7;6-8-27-33-37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012139;LUNDI   ;19/11/2012;19/01/2013;6;41;16;1;3;1;1-3-6-16-41+1;1-3-6-16-41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012140;MERCREDI;21/11/2012;21/01/2013;10;43;6;4;46;10;4-6-10-43-46+10;4-6-10-43-46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012141;SAMEDI  ;24/11/2012;24/01/2013;18;21;19;5;28;2;5-18-19-21-28+2;5-18-19-21-28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012142;LUNDI   ;26/11/2012;26/01/2013;35;15;48;44;9;6;9-15-35-44-48+6;9-15-35-44-48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012143;MERCREDI;28/11/2012;28/01/2013;16;34;28;4;11;1;4-11-16-28-34+1;4-11-16-28-34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012144;SAMEDI  ;01/12/2012;31/01/2013;19;25;12;45;44;10;12-19-25-44-45+10;12-19-25-44-45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012145;LUNDI   ;03/12/2012;02/02/2013;39;25;16;6;11;6;6-11-16-25-39+6;6-11-16-25-39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012146;MERCREDI;05/12/2012;04/02/2013;28;24;36;45;27;8;24-27-28-36-45+8;24-27-28-36-45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012147;SAMEDI  ;08/12/2012;07/02/2013;22;47;45;24;28;2;22-24-28-45-47+2;22-24-28-45-47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012148;LUNDI   ;10/12/2012;09/02/2013;36;16;4;20;47;8;4-16-20-36-47+8;4-16-20-36-47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012149;MERCREDI;12/12/2012;11/02/2013;37;19;32;36;20;4;19-20-32-36-37+4;19-20-32-36-37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012150;SAMEDI  ;15/12/2012;14/02/2013;26;24;11;33;41;9;11-24-26-33-41+9;11-24-26-33-41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012151;LUNDI   ;17/12/2012;16/02/2013;16;27;39;29;32;5;16-27-29-32-39+5;16-27-29-32-39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012152;MERCREDI;19/12/2012;18/02/2013;5;10;25;19;49;8;5-10-19-25-49+8;5-10-19-25-49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012153;SAMEDI  ;22/12/2012;21/02/2013;47;1;2;34;24;1;1-2-24-34-47+1;1-2-24-34-47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012154;LUNDI   ;24/12/2012;23/02/2013;5;12;32;7;47;6;5-7-12-32-47+6;5-7-12-32-47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
